INDEX,TYPE_AD,TERMINAL,OFF_BLOCK_TIME,NB_PAX_GROUND,NB_PAX_AIR,FROM_ROAD,FROM_SUBWAY,FROM_TRAIN,FROM_AIR
100,departure,T2F,26400,78,92,"[15250.706456289437, 15397.762117254657, 15993.718862831965, 17156.96252562109, 18443.212527489446, 18457.303654837342, 18623.91934117372, 19120.318192490417, 19432.59791538241, 19476.55060430244, 19647.800088946722, 20270.52514937396, 20270.577829975926, 20316.504820731632, 20363.348377714276, 20365.65551104875, 20802.119718968035, 20845.314254773788, 21093.78639705244, 21212.518562855646, 21468.63749007412, 21619.52796324582, 21652.268483675463, 21742.4552228878, 21789.907808146603, 21838.916559307607, 21844.853243324786, 21848.94686950758, 21855.39482947497, 22136.48913974745, 22140.359963186274, 22146.361809322043, 22175.61963835645, 22220.663825667183, 22235.617080636508, 22277.526377916787, 22281.79491727059, 22323.397495263704, 22342.72874352416, 22385.979290148953, 22532.167745069397, 22538.603641934686, 22588.07907792903, 22763.81243078283, 22871.04384345701, 23127.515468933485, 23129.6484202401, 23273.311747242547, 23418.088705670063, 23485.261825215537, 23495.05288339245, 23525.870634555795, 23545.336155492445, 23804.461183909254]","[18491.701796769066, 18971.69018146482, 19508.92292307447, 19671.264680073007, 20118.52796004221, 20301.207344859504, 20427.041543142972, 20663.736636728987, 20847.049178571673, 20987.515456469682, 21261.121952785696, 21539.873343885887, 21590.453885884814, 22140.67374305066, 22268.671605266794, 22311.278059291664, 22686.045780974157, 22766.174056906682, 23244.502065526936, 23505.650421458857, 23690.53752095699, 23748.577906269333, 23897.447780513932, 25573.055737497554]",[],"{7: 6, 13: 8, 14: 6, 15: 3, 16: 2, 17: 2, 18: 2, 19: 3, 20: 3, 21: 7, 22: 3, 23: 3, 24: 3, 25: 6, 26: 6, 27: 4, 28: 6, 29: 2, 30: 6, 32: 2, 35: 9}"
101,departure,T2F,29400,56,56,"[7711.893599512308, 13885.73074753821, 19664.899503245673, 19675.869897559318, 21065.641356293447, 21593.981521501915, 22478.06552545691, 22494.692716291036, 22517.994898865287, 22520.635289793514, 22653.19266584131, 23350.24683637724, 23575.14170653722, 23920.509589641217, 24079.14770794128, 24083.44891533308, 24142.583750894333, 24261.03800566772, 24288.192114744896, 24498.06839630421, 24692.7774409109, 24872.015025696222, 25172.60535034754, 25205.340689698754, 25254.41457786856, 25338.812156370466, 25354.23243713881, 25636.017278821986, 25728.913448454667, 25775.809475060843, 26027.14957878847, 26053.047754671763, 26678.834327669534, 26723.618082774028, 27285.798238429066, 27585.107363897936, 27789.877595524562, 28349.359374064523, 28794.697382299088]","[17848.498637984896, 18425.647628623887, 21513.574308738775, 22090.606511535192, 22772.345044682766, 24575.739948564118, 24696.55241126773, 25482.082600181035, 26086.63285823816, 26097.97715921444, 26836.403190019188, 26968.06791790639, 27048.506579914283, 27089.77786887322, 27126.13392924505, 27452.48874682263, 27679.924123234596]",[],"{13: 1, 14: 2, 15: 2, 16: 2, 17: 2, 18: 3, 21: 1, 22: 1, 23: 1, 24: 2, 25: 3, 26: 3, 27: 1, 28: 2, 29: 2, 32: 1, 35: 2, 45: 4, 46: 2, 53: 1, 57: 1, 58: 2, 62: 4, 64: 1, 65: 3, 67: 3, 72: 1, 86: 1, 93: 2}"
102,departure,T2F,30000,82,96,"[14163.526734069525, 15413.028160774986, 16388.06183868691, 16977.17745047447, 17460.19083584759, 18137.80085172204, 18157.86958895489, 19347.93640403769, 20002.92292979336, 20814.820396937273, 20825.795215939692, 20906.237597580628, 21244.014049900343, 21717.932379127516, 22322.92653181792, 22443.96862329451, 22569.268455052403, 22716.06809411125, 23223.25550980655, 23311.72865996403, 23574.084519195952, 23785.852554422796, 23901.616203331647, 23904.29975752392, 23994.515558278465, 24120.088860425112, 24292.921117685113, 24503.486417252756, 24506.509649282612, 24729.629663066808, 24970.155448816524, 24978.33374945427, 25012.542380459316, 25017.415834195705, 25107.374892923297, 25167.793058251566, 25567.61427453161, 25601.174141748113, 25644.165350913056, 25793.294083643945, 26147.0487600189, 26367.385260878815, 26911.15867821309, 27047.946198228023, 27342.90737962474, 27377.879470554704, 27526.123604545777, 27755.145422860664, 28749.571351512284, 28788.690379495158, 29494.198401817812]","[20480.165627514463, 21042.183657800815, 21458.536203816606, 22664.35024060224, 22687.964158346917, 22960.850394931476, 23443.083453279938, 23503.503856730124, 24048.085167067107, 24970.382472836653, 25314.405621417358, 25512.06881289894, 26298.914460600092, 26951.310803235938, 26997.373536068393, 27240.573470699896, 27379.841422206846, 27597.453548938047, 27813.517179755447, 28854.27168994848, 29155.60638994975, 29528.58769226341]","[28320, 28320, 28320, 28320, 28320, 28320, 28320, 28320, 28320]","{13: 2, 14: 3, 15: 6, 16: 1, 17: 6, 18: 6, 19: 1, 20: 1, 21: 2, 22: 3, 23: 4, 24: 2, 25: 7, 26: 3, 27: 1, 28: 4, 29: 4, 30: 2, 32: 2, 35: 2, 43: 3, 45: 2, 46: 1, 53: 7, 54: 1, 55: 1, 58: 3, 62: 3, 64: 4, 65: 2, 67: 2, 86: 3, 93: 2}"
103,departure,T2F,26700,52,58,"[19812.01006916601, 19904.41448007232, 20769.062507167873, 20914.96633953721, 21091.712267890387, 21137.2844036948, 21200.58122478809, 21330.7371507734, 21402.603522650974, 21598.917921941626, 22042.424011010047, 22059.44613973124, 22641.17198631097, 22707.39260724736, 22746.296085264352, 22761.04116274063, 22822.318188637688, 22920.54294219316, 23027.81240696068, 23034.914318968076, 23162.13753448972, 23283.932626991198, 23379.27638910811, 23422.61717086057, 23658.519913575146, 23807.635928267024, 23819.13497730901, 23835.37595506209, 23840.091082017672, 23859.401374410794, 23968.41647954494, 24127.132855425963, 24445.983545470554, 25377.03266918334, 27074.63297407957]","[17668.5083121886, 18465.586746939643, 19578.71979563281, 21805.00952422577, 21882.24192138257, 22169.00582100346, 22169.335050868685, 22228.463723377034, 22285.665967899346, 22447.04979020456, 22605.302150607182, 22802.300030146234, 22923.806635089244, 23355.81011077486, 23534.909903944434, 23898.43948454602, 24846.232229236437]",[],"{9: 5, 13: 3, 14: 1, 15: 3, 16: 2, 17: 1, 18: 2, 19: 2, 20: 1, 21: 1, 22: 3, 23: 2, 24: 1, 25: 3, 26: 4, 27: 4, 28: 3, 29: 2, 30: 4, 32: 1, 35: 3, 43: 2, 45: 5}"
104,departure,T1,26700,131,4,"[14834.667026463827, 16954.23680736309, 18395.271288946635, 18599.349130382812, 19012.960235508137, 19631.844845468462, 19764.04112212419, 19809.217611624597, 19872.523212633718, 20001.177574752204, 20024.368075478753, 20437.169298688183, 20489.478912780254, 20499.207172513416, 20970.59891089554, 21120.18526144134, 21175.39646882298, 21187.734281225694, 21241.26577753553, 21406.49633224921, 21512.354305955207, 21583.462386481275, 21611.452280979323, 21767.1145515082, 21778.859888721974, 21817.282120403233, 21851.797036856486, 21944.407852293512, 21956.496942176254, 21962.478363714486, 21987.616521581458, 21990.99652391387, 21993.270805514705, 22029.13242248232, 22036.92111314825, 22039.18231926421, 22075.022181126096, 22084.970855940195, 22089.18700538009, 22095.811063742443, 22130.6677194483, 22164.05282926863, 22242.670495710914, 22256.674368911583, 22261.613633237124, 22276.35586878309, 22321.89641194104, 22332.636696839923, 22429.311117395744, 22548.09883275631, 22548.508312297323, 22677.247611422394, 22801.844076196187, 22934.424538143827, 22996.22047470288, 23070.482390995472, 23075.719974671232, 23096.20220385489, 23096.327710511836, 23121.608050406256, 23153.520307638017, 23184.669586258493, 23233.813564999688, 23283.181347105266, 23360.145972429393, 23394.282066220287, 23449.252973339324, 23486.66223719009, 23640.59484646182, 23697.69978802724, 23735.38470917698, 23789.390391846726, 23835.572841389912, 23934.023024218277, 24043.321126010735, 24078.315799900258, 24230.677160502062, 24491.256353641427, 24552.884859114765, 24559.000431355533, 24710.307626749407, 25110.86683790303, 25134.093851580295, 25243.9499480532, 25266.987747572177, 26075.582651417917, 26189.38307233346, 26248.60211876735, 26491.75001859598]","[14717.972775806815, 16770.771228834154, 17711.281236098133, 18765.320784315656, 18862.87604460338, 19207.705664858677, 19298.560330023545, 19980.09696555993, 20432.77055015669, 20661.275052487457, 20952.080823409036, 21053.691779220157, 21292.162849357694, 21503.72432381605, 21737.046501696117, 21842.98105888046, 21904.85737483447, 22176.765126907543, 22404.010034485305, 22752.544163460458, 22869.764512942307, 22980.595990292215, 23142.893662049668, 23199.78061479396, 23256.97829100661, 23336.877103450326, 23402.968030854252, 23480.098017010845, 23735.55539406131, 23755.15605185084, 23766.471828319063, 23842.117053284874, 23888.277866340006, 23918.84782425894, 24750.76889103871, 24854.872292647517, 24999.914861178284, 25101.01566138553, 25112.520587808907, 25147.90220215178, 26595.311922157347, 26723.194311586692]",[],{48: 4}
105,departure,T2F,26700,59,69,"[17571.55403597028, 19600.52431190488, 19665.325153280184, 19796.507501717722, 20002.83298580688, 20018.239880884496, 20183.91184236305, 20436.8099731957, 20842.157702946053, 21053.265573557863, 21252.805820171, 21627.418601723133, 21767.628252044833, 21844.53745936774, 21972.500731577846, 22100.7685436965, 22190.57612855464, 22261.232120638397, 22271.11568523576, 22504.682014628426, 22702.523717466323, 22744.429933311967, 22942.744124914265, 22966.02233974382, 22982.644374624513, 23055.993339320918, 23153.398132963004, 23204.199838025976, 23231.57034350847, 23381.31820392342, 23417.84852986264, 23461.914749631665, 23720.031867939833, 23728.593499641353, 23949.93886614359, 23950.20124923834, 24062.068493716044, 24184.284788904428, 24623.30332287545, 25144.477722243966, 26759.4358625502]","[14663.416866227872, 18138.412285059163, 18776.943353540915, 19425.031045959637, 19657.988105772103, 20302.508730194037, 21019.972453234346, 22228.372343142277, 22525.71799561993, 22904.804463139124, 23076.799176840155, 23092.412960293932, 23229.318814553924, 23756.645517274974, 24303.798303372612, 24908.547484369865, 25774.43933850195, 26335.940233202786]",[],"{9: 4, 13: 1, 14: 4, 15: 1, 16: 3, 17: 2, 18: 2, 19: 2, 20: 2, 22: 1, 23: 1, 24: 4, 25: 1, 26: 5, 27: 6, 28: 5, 29: 1, 30: 8, 32: 5, 35: 5, 43: 5, 45: 1}"
106,departure,T2A,26700,121,6,"[13751.913644931961, 18385.73779992869, 18841.95311771653, 18850.3097534404, 19113.415121048685, 19219.135514786027, 19452.264201347036, 19653.08822547907, 19759.804097111217, 19923.658241463472, 20157.210346345095, 20242.435252373314, 20355.509700330444, 20496.730746081957, 20562.737323540194, 20726.216197934787, 20731.45183994463, 20764.11724855867, 20770.03322641783, 20788.430538933877, 21065.04057536372, 21071.133917636602, 21128.307841206362, 21158.50686352601, 21190.020149405107, 21213.8747781837, 21234.029107820475, 21335.526693873424, 21361.02731859683, 21527.19533206472, 21538.952582479247, 21620.164661103267, 21629.104301624986, 21809.002679014844, 21894.95259370841, 21962.44009922714, 22134.994835223853, 22230.88571781301, 22284.045530166168, 22347.823408191038, 22349.636662014007, 22351.998491643775, 22358.437478547443, 22391.705144162028, 22577.1520526633, 22632.624565694354, 22660.638947237123, 22677.697148287618, 22728.86106537597, 22736.123023032807, 22776.519576037776, 22783.943485373555, 22809.51671076414, 23094.11729554879, 23151.19571974726, 23172.944900435345, 23174.516915118613, 23214.84062290942, 23599.37859552034, 23686.100672688706, 23889.237543192714, 23906.15534974276, 23975.32903489179, 24044.19521444154, 24327.258396511144, 24341.371335334272, 24366.563439320336, 24424.633560010454, 24538.19758317374, 24708.34568041245, 24772.012899043675, 24862.708926296185, 24868.735433714144, 24992.14713684349, 25069.795957897713, 25338.598313678034, 25340.145199203453, 25595.788092083254, 25801.34490795031, 26392.134807367445, 26535.958595560514, 27142.975650387787]","[16874.760931442277, 16986.204874131912, 17360.326182588033, 18183.984544425555, 18274.3632802543, 19486.8137173474, 19815.046115761572, 19956.827608996944, 21134.784112914414, 21278.33488413216, 21279.10865338776, 21335.629794769156, 21445.277153314906, 22007.642317076577, 22065.219265236483, 22154.34270812154, 22157.83291130253, 22169.28393924926, 22195.917199791238, 22253.788070356746, 22440.401350787957, 22565.854865554087, 22901.992522361998, 22956.39245362108, 23141.93779270722, 23144.716055598765, 23381.11269105209, 23440.633070410106, 23675.60014750951, 23693.570315429646, 23714.455540306903, 23830.548923073322, 23997.684631571814, 24517.96901410513, 24960.284541109053, 25654.03318957839, 25766.879653850527, 25848.263185131407, 26417.281507954]",[],{37: 6}
107,departure,T2F,26700,56,58,"[19786.760174881205, 19932.96641366787, 20105.015189637877, 20346.385317117398, 21104.51995657843, 21225.053360666752, 21251.24437172523, 21463.247832755293, 21500.615855324344, 21761.724069136966, 21825.309348417075, 22080.82144682216, 22085.90303179732, 22176.498218230165, 22337.216303370045, 22405.067507801592, 22450.074643236527, 22623.155759570564, 22630.493335687745, 22660.409941913535, 22869.41053704459, 22875.02982422752, 22947.005219091934, 23475.58750514702, 23584.113046388175, 23620.7955224378, 23653.317462088427, 23737.52288204672, 23873.664138183918, 24011.989913057096, 24090.17476234147, 24132.355768932313, 24222.151137882058, 24271.368176820324, 24593.746063699647, 24622.46573793444, 25530.071079104026, 26063.193500038902]","[15959.813275267428, 19879.754771024163, 20948.584281752068, 21325.50139542817, 21406.84036741249, 21779.96570786096, 22098.172459044614, 22103.715374794952, 22244.76453402479, 22746.965225532014, 22748.763368148648, 22978.25147637822, 23131.861809493483, 23681.721540633458, 23798.854922269453, 23882.250443458735, 24181.48191488875, 24255.38227640566]",[],"{9: 4, 13: 1, 14: 5, 15: 2, 16: 2, 17: 2, 18: 1, 19: 1, 20: 1, 21: 2, 22: 2, 23: 3, 24: 2, 25: 6, 26: 2, 27: 1, 28: 2, 29: 3, 30: 5, 32: 1, 35: 2, 43: 4, 45: 4}"
108,departure,T2E,27000,94,94,"[17135.456645385286, 18643.74985605749, 19148.530329663652, 19470.278666312995, 20067.61147265169, 20241.627424046183, 20248.68992341699, 20501.16646889764, 20531.460348090888, 20532.44216655111, 20798.735512569558, 21207.819656210744, 21327.224417369758, 21453.72742896874, 21516.585562224736, 21720.91105543525, 21753.657831104072, 21830.33640959796, 21928.965950067475, 22041.274303481878, 22054.74797677269, 22242.11258832362, 22305.642829112083, 22476.54473943403, 22478.59095502292, 22485.141406519248, 22583.98886092032, 22634.060094397424, 22760.812920066903, 22777.306738420997, 22786.236210868585, 22838.99438699445, 22845.109652606458, 22856.126000418182, 22897.511661141507, 22949.18317742391, 22951.322737420072, 23132.586909871214, 23163.627353350814, 23165.78235696451, 23190.38207000511, 23214.708230226275, 23390.31170143517, 23450.677742226595, 23564.70731301052, 23637.132497695806, 23657.575556944397, 23688.455347092353, 23741.099995107154, 23779.906554454345, 23783.54761284394, 23816.092251643342, 23844.049434711505, 23944.43991094966, 24004.070289698953, 24214.986189173138, 24367.29143787627, 24506.816471634884, 24660.221966424164, 24696.714754437704, 24711.388094323585, 25027.650129519126, 25150.821188099217, 25464.568504295738]","[18941.08251696634, 19219.56114519355, 19319.032424846722, 19695.38395050403, 19976.75367378444, 20316.835261809796, 20477.921030795784, 20694.67432864967, 20973.157732241994, 21062.266355407926, 21103.62220499541, 21426.60996157468, 21609.746019593495, 21637.782849216073, 21693.716417014268, 21936.052682911, 21976.555484365686, 22282.499568923788, 22424.999168468785, 22911.830813594483, 22950.908496577147, 23104.397376876495, 23463.57725916631, 23642.106946569318, 24429.43992052833, 24537.57610467985, 24629.89038637574, 26284.160670798105, 26523.258859203193, 26618.272515213583]",[],{37: 94}
109,departure,T2E,42600,85,96,"[26491.351447723217, 30488.683073957523, 30961.72998257523, 32147.5074827307, 32483.110936246812, 32713.537545600597, 32737.850148668902, 34672.513324162006, 35100.204550952825, 35114.52533715592, 35398.02297304117, 35550.05003020593, 35820.02574560063, 35911.580088342904, 35929.10805754536, 36373.58883808875, 36420.19267023442, 36479.73621621673, 36893.595005663934, 37001.307082338375, 37013.123925461325, 37031.183120003414, 37090.98881298385, 37109.34995528062, 37109.648394981625, 37392.87733147907, 37441.21829730688, 37592.287811642906, 37617.050017857655, 37710.73971265266, 37776.75474209081, 37845.12419108421, 38088.78465009561, 38177.09909759072, 38229.03750362867, 38351.966199719456, 38441.965879764124, 38495.495636303574, 38503.31745716049, 38549.81068782318, 38583.36462856584, 38729.86258872568, 38945.399154300845, 38962.65674969593, 39123.87251399849, 39318.50748947262, 39330.52676345466, 39340.99132985101, 39985.285701550645, 40631.27378456566, 40912.82457441049, 41597.944509229455, 42846.79965782595, 43531.630589208886]","[18683.173892041283, 30680.8749379575, 31638.640075508803, 32094.287419343385, 33786.83415135668, 33983.80109819023, 34220.280980552525, 34311.83680930371, 34825.887849619096, 36793.1662901961, 37425.302540428704, 37788.560042384845, 37835.42481630206, 38005.42025861898, 38243.50820938511, 38397.84643338027, 38615.34972229564, 38860.29194588149, 39620.18534652673, 40160.78943005325, 42932.00570884623, 43252.95105622447]","[32520, 32520, 33060, 33360, 35340, 35340, 35700, 35700, 35880]","{238: 1, 241: 13, 258: 1, 260: 9, 265: 11, 270: 11, 273: 1, 287: 9, 291: 8, 298: 13, 299: 11, 309: 8}"
110,departure,T1,27000,163,5,"[14054.915128338938, 17658.141894929722, 18566.619036528384, 19103.276100138028, 19118.921746682106, 19739.870027565306, 19790.324050776668, 20057.18641525545, 20101.270400917954, 20161.7955779125, 20194.223126269422, 20371.738322200825, 20581.23236969494, 20594.918946391634, 20603.060286064396, 20738.317140196774, 20756.82974400329, 20820.892521540503, 21043.58831036878, 21061.454575881653, 21151.58743294009, 21170.008888358505, 21386.973260851017, 21408.92119252316, 21560.557522363815, 21585.106292856246, 21683.286418549706, 21719.51552898364, 21783.802432732013, 21785.96510336084, 21837.58176296507, 21857.523973127776, 21863.74531374043, 21896.448089430098, 21897.518063032276, 21915.649543349038, 21977.17363211064, 22042.76295025382, 22061.912347033576, 22111.414334252855, 22122.65063019154, 22123.762231474928, 22231.06856433652, 22282.527965757003, 22283.786504027412, 22374.990535956033, 22384.83297690829, 22527.554029786632, 22599.159241721885, 22667.077236047047, 22675.447574556736, 22731.432869686334, 22754.813994223667, 22762.964599394967, 22856.777646358096, 22902.678822268885, 22975.590470409727, 23113.068184231175, 23122.311197309315, 23163.103005956233, 23177.10489003149, 23188.646449954074, 23243.901763046044, 23309.4804070468, 23346.660778369245, 23424.61480896942, 23439.9097274159, 23454.178896769776, 23455.28266483408, 23470.885184441384, 23502.60222288151, 23519.254431841433, 23530.616122125677, 23550.79522353356, 23559.51035714924, 23700.679489043974, 23706.166080329625, 23772.302018701117, 23790.60426990007, 23812.321034815188, 23861.937459592984, 23906.514435759953, 23916.625393920054, 23943.05409942652, 23976.718913689398, 24005.352382256373, 24120.950019055825, 24126.222501690092, 24168.810212044813, 24195.381619027725, 24206.900223476056, 24331.013915629363, 24333.406403305602, 24437.197489364287, 24440.32046568703, 24468.447862724508, 24546.623622857824, 24579.061167693977, 24581.769313869765, 24669.367736735545, 24696.637273667897, 25077.40896339792, 25093.681590961336, 25164.706642490488, 25277.125440065425, 25635.360349375384, 25827.19432355223, 25972.696403386704, 26009.982098550223, 26113.00215103341, 26239.776635328308]","[14645.029052650232, 17774.40922414061, 18085.73550955518, 19003.926888423863, 19488.52570956594, 19875.937959796698, 19911.830908690998, 20674.16009392693, 20713.25820339083, 20890.542083881814, 20975.72381579628, 21077.62321578909, 21195.486443615635, 21326.16909689638, 21343.49175842233, 21403.713080548478, 21455.077046086775, 21739.434859665333, 21788.056508491143, 21987.411140982036, 22183.660483242784, 22518.475271370633, 22596.22675114253, 22836.863054559428, 22876.387146702862, 22884.120565669302, 22930.033147955008, 22937.313161821854, 23062.166880109315, 23177.463107861025, 23264.874078548164, 23380.82884554261, 23463.83689495128, 23466.985973846717, 23563.655773298928, 23645.588453514156, 23657.99928814074, 24033.823896230744, 24037.705703413743, 24066.793088265153, 24119.840684163784, 24128.590751331376, 24189.77241872394, 24420.919361361677, 24497.060940224444, 25142.290480800002, 25143.126753990982, 25205.392580314947, 25327.230234463736, 25628.006749628446, 25763.164858085995, 26191.53302961621]",[],"{18: 1, 48: 4}"
111,departure,T2E,37200,99,101,"[25031.787906054396, 25375.306640424402, 25826.031416545, 26424.157645183037, 26930.659676332765, 26952.999195530767, 26956.412053990796, 27298.42830868373, 27669.49052928848, 27685.93507614868, 27817.828073755056, 28213.643007074646, 28438.143443298082, 28599.673420305055, 29009.714525367515, 29124.023384314605, 29453.470078812275, 29697.787622994052, 30264.701663693082, 30451.780431940377, 31057.79164947645, 31304.42546348482, 31368.696592792912, 31447.398064146968, 31480.59096182363, 31510.300708118204, 31650.827511550633, 31852.63817916028, 31930.857127425654, 31942.55602618752, 32234.95936066133, 32280.571884403722, 32393.70445583712, 32506.841971445796, 32717.02193784914, 32768.8675346629, 32793.38709541219, 32973.89573475798, 33235.41942850402, 33320.15825349682, 33420.71741223564, 33434.20071058855, 33633.903871685216, 33636.948229040776, 33732.232373319755, 33846.68813535501, 34386.73649995922, 34484.178191135834, 34663.07922708688, 34910.198038464165, 35158.02069371499, 35251.41012075176, 35347.35926743087, 35794.32652776901, 35870.68344797708, 36323.067248021194, 36324.7907259484, 36427.5814250325, 36703.69003383731, 37264.82181048086, 38128.38891518323]","[21313.613748794683, 26685.310349281805, 26886.126826523883, 27310.95501725531, 27408.152958236267, 27861.378510330414, 28807.035734943136, 28824.973837397156, 29505.61821529787, 29881.048711859326, 30158.002027220424, 30279.47073024689, 30305.70181713892, 30568.062870523954, 31094.61265279912, 31331.39088746361, 31986.691376632363, 32238.08952941143, 32356.214376078475, 34057.29067986349, 34354.712844367474, 34360.25416177848, 35239.10515006468, 36111.33798344863, 36526.64787785962, 37441.73407930592, 38539.700828125664]","[29940, 32520, 32760, 32760, 33060, 33060, 33060, 33360, 35340, 35340, 35700]","{124: 1, 139: 4, 154: 1, 155: 4, 159: 3, 166: 2, 172: 5, 174: 4, 176: 1, 177: 6, 180: 3, 187: 3, 188: 2, 190: 4, 191: 3, 192: 1, 195: 4, 196: 5, 197: 1, 198: 4, 199: 4, 200: 4, 202: 3, 204: 1, 207: 4, 209: 1, 211: 6, 212: 1, 217: 1, 225: 3, 226: 1, 227: 3, 229: 5, 241: 3}"
112,departure,T2G,34500,50,52,"[13866.959602075196, 16385.508233382996, 18609.907759145342, 22901.195059663274, 23903.542871859878, 24169.984064707325, 24898.548056511354, 25706.67405649795, 25731.22513351921, 26498.437473865255, 26543.217052658627, 26560.65338223771, 26910.38700909388, 27115.77977796978, 28123.4436502932, 28328.089743847086, 28513.698720411234, 28772.54126077264, 28851.953209300256, 29436.57317986607, 29559.35129315806, 29969.56822652281, 30247.739784763562, 30528.2661288842, 31122.361963104635, 31175.320941927876, 31370.534726023867, 31400.771292208527, 32050.73516340597, 32584.379280139536, 32603.885050002536]","[20187.01256226, 21753.951512616106, 23198.282839229825, 24383.87005411441, 24636.011741019684, 26337.980995615737, 27739.707673673398, 27891.6497852933, 28589.182123397935, 29105.029146407378, 29673.366025973744, 30937.017508338442, 31669.6070808352]","[28560, 28560, 29940, 32520, 32760, 32760]","{74: 3, 101: 1, 102: 1, 114: 2, 115: 3, 130: 1, 137: 1, 139: 1, 154: 1, 159: 4, 166: 1, 168: 1, 172: 2, 174: 2, 177: 2, 180: 1, 188: 6, 190: 2, 192: 1, 196: 2, 197: 2, 199: 1, 200: 2, 202: 3, 204: 2, 207: 1, 211: 1, 223: 1, 229: 1}"
113,departure,T3,32400,232,0,"[17636.65872399226, 18077.82677057915, 18579.793552447252, 19099.296811203636, 19316.64242963756, 19367.392943811046, 20043.606080656984, 20433.75374837817, 20441.957965799116, 20579.12380717552, 20633.602352454003, 20857.22946334541, 21379.78007758156, 21404.170804007153, 22056.86737271688, 22461.993563638414, 22589.459992561322, 22667.776781646404, 22722.56364715112, 22728.97108643748, 22910.03376897913, 22924.63325183218, 22955.08306236148, 23192.98970629897, 23220.342628636754, 23393.785646712004, 23421.797474575167, 23531.062876128533, 23539.562222295237, 23749.88762011623, 23838.140207478133, 24018.250578577663, 24041.69475765564, 24078.25457939503, 24079.942557957973, 24097.41461275939, 24192.454512637974, 24454.32248128161, 24881.322252026363, 24882.17039313652, 25002.864373602126, 25082.069762275278, 25172.321552430043, 25336.210408969902, 25348.20885167488, 25432.9108489173, 25550.32488122662, 25561.736499381157, 25627.177074098905, 25669.15247119482, 25729.42858597446, 25739.75723930099, 25792.141041889507, 25794.115902380723, 25831.248723361077, 25875.797385999398, 25925.613925861486, 25948.106748717702, 26082.861991719685, 26352.923459406946, 26371.137757352193, 26372.65746602221, 26396.276035055253, 26414.328554325137, 26476.25835649458, 26517.533699370393, 26560.754880753906, 26606.307853286453, 26622.714918959362, 26624.974749580604, 26730.708672044468, 26882.995204089886, 26884.387284128406, 26902.74867210049, 26924.45793569377, 26940.340583883306, 26954.891144074925, 27074.32967893339, 27079.117236024656, 27109.28924666318, 27173.410985220544, 27250.268683088754, 27513.456312947616, 27518.73588948334, 27534.828532272346, 27561.657421209562, 27628.723127171088, 27756.21833226033, 27817.304963557188, 27892.76353389025, 27920.469282569513, 27942.01627139461, 27964.083670247615, 27977.38454865108, 28054.299514201575, 28146.32873997231, 28190.337205856533, 28283.553065220793, 28304.554755839687, 28543.25772903065, 28600.937828115122, 28623.032432674037, 28623.28434163768, 28665.542173873357, 28680.939943254325, 28681.592987149477, 28809.65389564554, 28839.225549449733, 28942.01550009496, 28954.05272871242, 28975.99746956115, 28991.81637505157, 29068.685819259194, 29100.680291713314, 29196.98411564064, 29478.696789002577, 29651.524953995788, 29715.285993125148, 29753.881460226763, 29804.38211035042, 29938.427029266775, 29960.972092721866, 29979.220819419337, 29989.549737522593, 30124.784717336817, 30264.42940091174, 30272.840161879125, 30280.811789507985, 30347.67828579169, 30373.515827647327, 30409.74079880288, 30436.56484386276, 30480.195274821275, 30487.955059142005, 30734.988973461932, 30902.368077865744, 31106.01026489681, 31440.789632758628, 31448.807556910047, 31586.866246386126, 31902.921760406192, 32168.919342471712, 32482.208755248317, 34977.17759010431]","[15689.620010571489, 18645.860044641075, 19037.58132588592, 19831.98320486394, 20346.07034521869, 21164.60008001535, 21473.214638096983, 21626.470810232302, 21650.357967021493, 22082.463024042867, 22105.378139738274, 22663.26120004687, 23236.688157601337, 23381.88995266384, 24056.58804440046, 24075.179725544956, 24120.92976839581, 24352.574120242618, 24519.917542970412, 24683.869063309525, 24739.710751485705, 25084.423192501614, 25327.181005642055, 26082.406948187247, 26186.671665619055, 26415.031598653644, 26422.218273841143, 26497.878806432596, 26907.119174273677, 27176.74549163635, 27386.408383334852, 27436.254269993344, 27449.251755363362, 27546.685339851443, 27876.91171433379, 28222.03226848697, 28247.146586764862, 28338.667569015153, 28483.61919132427, 28578.531492902515, 28609.515932702398, 28843.4926667669, 28911.220663159413, 28939.368585386095, 28977.255068385803, 29055.41389406556, 29166.552390635927, 29199.901205740945, 29270.864702837884, 29392.979609712977, 29405.235344197597, 29546.949991707417, 29603.18576560342, 29740.573518754034, 29744.88956383604, 30139.045543013413, 30187.341658214653, 30390.379114533738, 30609.97378156226, 30711.799832350633, 31320.563191179128, 32050.144452250126]","[28620, 28620, 28620, 28620, 28620, 28620, 28620, 28620, 28860, 28860, 28860, 28860, 28860, 28860, 28860, 28860, 28860, 28860, 30240, 30240, 30240, 30240, 30240, 30240, 30240, 30240]",{}
